track_id,filename,album_title,artist_name,genre,track_title,duration_sec
2,000002.mp3,AWOL - A Way Of Life,AWOL,Hip-Hop,Food,168
3,000003.mp3,AWOL - A Way Of Life,AWOL,Hip-Hop,Electric Ave,237
5,000005.mp3,AWOL - A Way Of Life,AWOL,Hip-Hop,This World,206
10,000010.mp3,Constant Hitmaker,Kurt Vile,Pop,Freeway,161
134,000134.mp3,AWOL - A Way Of Life,AWOL,Hip-Hop,Street Music,207
136,000136.mp3,mp3,Abominog,Rock,Peel Back The Mountain Sky,509
139,000139.mp3,Every Man For Himself,Alec K. Redfearn & the Eyesores,Folk,CandyAss,296
140,000140.mp3,The Blind Spot,Alec K. Redfearn & the Eyesores,Folk,Queen Of The Wires,253
141,000141.mp3,Every Man For Himself,Alec K. Redfearn & the Eyesores,Folk,Ohio,182
148,000148.mp3,Contradiction,Contradiction,Experimental,Blackout 2,138
181,000181.mp3,Scared Famous,Ariel Pink's Haunted Graffiti,Rock,Gopacapulco,171
182,000182.mp3,Worn Copy,Ariel Pink's Haunted Graffiti,Rock,Jules Lost His Jewels,228
190,000190.mp3,Blue Piano,Ed Askew,Folk,Castle Of Stars,249
193,000193.mp3,Blue Piano,Ed Askew,Folk,Here With You,254
194,000194.mp3,Blue Piano,Ed Askew,Folk,All I want to Do,192
197,000197.mp3,Blue Piano,Ed Askew,Folk,Piano 2,68
198,000198.mp3,Blue Piano,Ed Askew,Folk,It Breaks My Heart,269
200,000200.mp3,Blue Piano,Ed Askew,Folk,Baby Come Home,194
203,000203.mp3,Blue Piano,Ed Askew,Folk,Song For R,195
204,000204.mp3,Blue Piano,Ed Askew,Folk,My Dream,324
207,000207.mp3,Blue Piano,Ed Askew,Folk,Piano 3,96
208,000208.mp3,Blue Piano,Ed Askew,Folk,Safe Harbor,273
209,000209.mp3,Blue Piano,Ed Askew,Folk,Safe Harbor,328
210,000210.mp3,Blue Piano,Ed Askew,Folk,In the French Court,184
211,000211.mp3,Blue Piano,Ed Askew,Folk,In America,247
212,000212.mp3,Blue Piano,Ed Askew,Folk,When I Arive,230
213,000213.mp3,Au,Au,Pop,Boute,247
237,000237.mp3,6,Barnacled,Jazz,Garbage and (Garbage and Fire),450
247,000247.mp3,On Opaque Things,Bird Names,Rock,A New Map for Kissing,146
249,000249.mp3,On Opaque Things,Bird Names,Rock,The Indefinite Time Yet to Come,125
255,000255.mp3,On Opaque Things,Bird Names,Rock,We Want to be Old,182
256,000256.mp3,Black Elk,Black Elk,Rock,Toggle,202
257,000257.mp3,Black Elk,Black Elk,Rock,My Lil',146
258,000258.mp3,Black Elk,Black Elk,Rock,Eyebone,384
341,000341.mp3,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Count Dracula's castle,84
343,000343.mp3,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Cybernetics,66
352,000352.mp3,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,In Arabia,165
368,000368.mp3,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Vampires,280
369,000369.mp3,30th Anniversary Blah Blah Blah,Blah Blah Blah,Rock,Whistle while you work,185
397,000397.mp3,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,The Tides Of Land,240
398,000398.mp3,Root,Borful Tang,Electronic,Borful Tang Loves Nomeansno,344
399,000399.mp3,Root,Borful Tang,Electronic,ELI,388
400,000400.mp3,On the Back of a Dying Beast: Volume 1,Borful Tang,Electronic,Electronic Interlude VI,395
405,000405.mp3,Root,Borful Tang,Electronic,Majestic Shuffle,439
414,000414.mp3,Root,Borful Tang,Electronic,John And Mary - The Restaurant,230
424,000424.mp3,The Definitive Host,Brian Joseph Davis,Experimental,The Ambient Honky,76
425,000425.mp3,Original Soundtrack: Work for 20 DVD Players,Brian Joseph Davis,Experimental,Track5,384
458,000458.mp3,Hunt Like Devil EP,CAVE,Rock,Hunt Like Devil 4,223
459,000459.mp3,Butthash,CAVE,Rock,Machines and Muscles,301
512,000512.mp3,Lingua Ignota,Celesteville,Rock,"""""",87
534,000534.mp3,One Mind,Charles Manson,Folk,I Can See You,80
535,000535.mp3,One Mind,Charles Manson,Folk,Angels Fear To Tread,160
536,000536.mp3,One Mind,Charles Manson,Folk,Riding On Your Fears,304
537,000537.mp3,One Mind,Charles Manson,Folk,I Don't Need Water Sprinklers In The Desert,406
540,000540.mp3,One Mind,Charles Manson,Folk,The Black Pirate,309
546,000546.mp3,One Mind,Charles Manson,Folk,If You Have No One,319
550,000550.mp3,Unreleased,Chief Boima,Electronic,Cello Duet No. 1,272
564,000564.mp3,Cinwaves,Cinwaves,Rock,The Sugar Society,141
573,000573.mp3,Babylon Rules,Clockcleaner,Rock,When My Ship Comes In,394
574,000574.mp3,Babylon Rules,Clockcleaner,Rock,Caliente Queen,267
583,000583.mp3,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,Hip-Hop,"WAR (If It Feels Good, Do It!)",134
584,000584.mp3,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,Hip-Hop,Liberate The Children (Live),228
585,000585.mp3,"WAR (If It Feels Good, Do It!)",DJ's of Mass Destruction,Hip-Hop,Weapons? What Weapons of Mass Destruction? (Live),122
590,000590.mp3,Finally Here,Delta Dreambox,Jazz,Stuck,131
591,000591.mp3,Finally Here,Delta Dreambox,Jazz,Without A Sound,228
592,000592.mp3,Finally Here,Delta Dreambox,Jazz,Song X,206
593,000593.mp3,Finally Here,Delta Dreambox,Jazz,Finally Here,189
602,000602.mp3,Clones of Eros,Dora Bleu,Folk,Disappearing,445
603,000603.mp3,Clones of Eros,Dora Bleu,Folk,Lover of Nightmares,439
605,000605.mp3,Double Dagger,Double Dagger,Rock,I Was So Bored I Wanted To Hang Myself On The Dancefloor,108
608,000608.mp3,Double Dagger,Double Dagger,Rock,Punk Rock vs. Swiss Modernism,159
615,000615.mp3,Immaterial,EKG,Experimental,"Immaterial, side A",519
619,000619.mp3,Viridian City,Ed Askew,Folk,Pebble Beach,198
620,000620.mp3,Viridian City,Ed Askew,Folk,Arabesque,205
621,000621.mp3,Rainy Day Song,Ed Askew,Folk,Blue Eyed Baby,161
625,000625.mp3,Rainy Day Song,Ed Askew,Folk,Climbing To The Top,234
629,000629.mp3,Viridian City,Ed Askew,Folk,Dancing On Water,344
631,000631.mp3,Viridian City,Ed Askew,Folk,Buddha Smiles,246
633,000633.mp3,"Funeral Home Session 7""",El Jesus De Magico,Rock,Indian Giver,222
635,000635.mp3,"Funeral Home Session 7""",El Jesus De Magico,Rock,Xmas at Wounded Knee,133
664,000664.mp3,25 Lessons in HYPNOTISM,Ethan Persoff,Electronic,side 6 - not funny,174
665,000665.mp3,Forty Minutes Forty Memories: Horrible Music by Ethan Persoff,Ethan Persoff,Electronic,Disneyland (edit),268
666,000666.mp3,summer 2008 demos,Explode Into Colors,International,Heat,235
667,000667.mp3,summer 2008 demos,Explode Into Colors,International,Sharpen The Knife,246
668,000668.mp3,Change Thoughts (radio edit),Fanatic,Hip-Hop,Dream,221
669,000669.mp3,Change Thoughts,Fanatic,Hip-Hop,Dream,224
672,000672.mp3,Change Thoughts (radio edit),Fanatic,Hip-Hop,Rise,182
673,000673.mp3,Change Thoughts,Fanatic,Hip-Hop,Rise,180
674,000674.mp3,Change Thoughts (radio edit),Fanatic,Hip-Hop,Enterprizin,253
676,000676.mp3,Change Thoughts (radio edit),Fanatic,Hip-Hop,The Tension,197
677,000677.mp3,Change Thoughts,Fanatic,Hip-Hop,The_Tension,198
679,000679.mp3,Change Thoughts,Fanatic,Hip-Hop,Change Thoughts,340
680,000680.mp3,Change Thoughts (radio edit),Fanatic,Hip-Hop,Sunshine,181
681,000681.mp3,Change Thoughts,Fanatic,Hip-Hop,Sunshine,181
684,000684.mp3,Change Thoughts (radio edit),Fanatic,Hip-Hop,Late Night Show,316
686,000686.mp3,Change Thoughts (radio edit),Fanatic,Hip-Hop,Murder,198
690,000690.mp3,Cataclysm,Flying Luttenbachers,Rock,Cataclysm,290
694,000694.mp3,mp3 single with Faust,Food For Animals,Hip-Hop,Planet Say (featuring Faust),291
695,000695.mp3,Cock Rock Disco 2006 Free Compilation,Food For Animals,Hip-Hop,Elephants,104
696,000696.mp3,Fuck The Future,Foot Village,Rock,Korea,130
698,000698.mp3,Fuck The Future,Foot Village,Rock,Iran,88
701,000701.mp3,Fuck The Future,Foot Village,Rock,Japan,130
702,000702.mp3,Fuck The Future,Foot Village,Rock,Mexico,162
703,000703.mp3,Fuck The Future,Foot Village,Rock,Peru Austria and Canada,239
704,000704.mp3,Macondo,Fósforo,International,Mano De Dios,310
705,000705.mp3,Macondo,Fósforo,International,Tio Cocodrilo,369
706,000706.mp3,Macondo,Fósforo,International,Esto Es Califas,312
707,000707.mp3,Macondo,Fósforo,International,Cochabamba,330
708,000708.mp3,Macondo,Fósforo,International,Desconocido,289
709,000709.mp3,Macondo,Fósforo,International,Cumbia De Obama,192
714,000714.mp3,The Cult From Moon Mountain,Fursaxa,Folk,Circle Moon,338
715,000715.mp3,Kobold Moon,Fursaxa,Folk,Kokopelli,283
716,000716.mp3,Kobold Moon,Fursaxa,Folk,Saxalainen,297
717,000717.mp3,The Cult From Moon Mountain,Fursaxa,Folk,Tyranny,451
718,000718.mp3,Kobold Moon,Fursaxa,Folk,Song Of The Spindle Berry,128
720,000720.mp3,Take A hit,Fuzz Unlimited,Rock,Camera Shy,190
734,000734.mp3,Love Love Love,Glass Candy,Soul-RnB,Crystal Migraine,128
735,000735.mp3,Iko,Glass Candy,Soul-RnB,Iko! Iko!,298
736,000736.mp3,Demos June 2003,Glass Candy,Soul-RnB,You Are the Fly,265
737,000737.mp3,The Sick Sound of...,Glass Candy,Soul-RnB,Youe Deam Lover's On Video Again,446
738,000738.mp3,Demos June 2003,Glass Candy,Soul-RnB,Cold Party,172
739,000739.mp3,Love Love Love,Glass Candy,Soul-RnB,Hurt,247
740,000740.mp3,The Sick Sound of...,Glass Candy,Soul-RnB,Life After Sundown,477
741,000741.mp3,Iko,Glass Candy,Soul-RnB,Sugar &amp; Whitebread,425
742,000742.mp3,The Sick Sound of...,Glass Candy,Soul-RnB,B-Girls,347
743,000743.mp3,Love Love Love,Glass Candy,Soul-RnB,Brittle Woman,215
744,000744.mp3,Iko,Glass Candy,Soul-RnB,Lovin' Machine,405
745,000745.mp3,Demos June 2003,Glass Candy,Soul-RnB,Nite Nurses,338
747,000747.mp3,The Sick Sound of...,Glass Candy,Soul-RnB,Nite Nurses,320
748,000748.mp3,Iko,Glass Candy,Soul-RnB,track 4,424
749,000749.mp3,Demos June 2003,Glass Candy,Soul-RnB,Your Deam Lover's On Video Again,261
750,000750.mp3,Iko,Glass Candy,Soul-RnB,Iko! Iko! (vocal/conga mix),299
751,000751.mp3,Love Love Love,Glass Candy,Soul-RnB,Love Love Love,132
752,000752.mp3,Demos June 2003,Glass Candy,Soul-RnB,The Chameleon,185
753,000753.mp3,The Sick Sound of...,Glass Candy,Soul-RnB,track 5,159
754,000754.mp3,The Sick Sound of...,Glass Candy,Soul-RnB,Labrea Tar Pit,265
755,000755.mp3,Love Love Love,Glass Candy,Soul-RnB,Love On a Plate,167
756,000756.mp3,Iko,Glass Candy,Soul-RnB,Sugar &amp; Whitebread (instrumental),475
757,000757.mp3,Demos June 2003,Glass Candy,Soul-RnB,track 6,206
758,000758.mp3,Iko,Glass Candy,Soul-RnB,Lovin' Machine (nite Vocoder version),346
759,000759.mp3,Love Love Love,Glass Candy,Soul-RnB,Night Nurses,191
760,000760.mp3,Love Love Love,Glass Candy,Soul-RnB,Empty V,263
761,000761.mp3,Iko,Glass Candy,Soul-RnB,Lovin' Machine (vocal dub),406
762,000762.mp3,Live at Death Disco 9/26/2001,Glass Candy,Soul-RnB,Crystal Migraine,130
763,000763.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,Love Love Love,160
764,000764.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,Be a Dolly,221
765,000765.mp3,Live at Death Disco 9/26/2001,Glass Candy,Soul-RnB,Love Love Love,138
766,000766.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,Love On a Plate,191
767,000767.mp3,Live at Death Disco 9/26/2001,Glass Candy,Soul-RnB,Love On a Plate,184
768,000768.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,Brittle Woman,179
769,000769.mp3,Live at Death Disco 9/26/2001,Glass Candy,Soul-RnB,The Screamers,255
770,000770.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,Black Veil,309
771,000771.mp3,Live at Death Disco 9/26/2001,Glass Candy,Soul-RnB,Brittle Woman,182
772,000772.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,Johnny Are You Queer?,125
773,000773.mp3,Live at Death Disco 9/26/2001,Glass Candy,Soul-RnB,Nite Nurses,210
774,000774.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,The Last Time,217
775,000775.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,Nite Nurses,198
776,000776.mp3,"Demos 31, 37",Glass Candy,Soul-RnB,Hurt,311
777,000777.mp3,Quickies,Glove Compartment,Rock,Relaxing,90
814,000814.mp3,Hall of Fame (2000),Hall Of Fame,Folk,Motion Passings,146
819,000819.mp3,unreleased mp3s from Hans Grüsel's,Hans Grüsel's Krankenkabinet,Experimental,suBwarren1,170
820,000820.mp3,unreleased mp3s from Hans Grüsel's,Hans Grüsel's Krankenkabinet,Experimental,suBwarren2,130
821,000821.mp3,"Sir 12"" EP",Hecuba,Pop,Sir,200
822,000822.mp3,"Sir 12"" EP",Hecuba,Pop,Tom & Jerry,323
823,000823.mp3,"Sir 12"" EP",Hecuba,Pop,YES,245
824,000824.mp3,Here Comes A Big Black Cloud!!,Here Comes A Big Black Cloud!!,Rock,Black Mold,165
825,000825.mp3,Pompeii,Here Comes A Big Black Cloud!!,Rock,Death March,83
826,000826.mp3,Pompeii,Here Comes A Big Black Cloud!!,Rock,Graverobbin,258
829,000829.mp3,Pompeii,Here Comes A Big Black Cloud!!,Rock,The Fly Pt. II,144
830,000830.mp3,Here Comes A Big Black Cloud!!,Here Comes A Big Black Cloud!!,Rock,Vietnam,206
831,000831.mp3,blissblood.com,Here's How,Jazz,Late Late Show,199
832,000832.mp3,blissblood.com,Here's How,Jazz,My Heart Beats Like A Hammer,139
833,000833.mp3,blissblood.com,Here's How,Jazz,From This Moment On,238
834,000834.mp3,blissblood.com,Here's How,Jazz,You Showed Me The Way,183
835,000835.mp3,blissblood.com,Here's How,Jazz,Ain't No Use,269
853,000853.mp3,Black Mirror: Reflections In Global Musics (1915-1955),Hutzl Ukranian Ensemble,International,Welsinsni Melodyi,137
854,000854.mp3,"""Something"" Euro Tour 2005",Nautical Almanac,Experimental,INXS,118
855,000855.mp3,No Demo,I Am the Liquor,Rock,Aimless Journey,64
858,000858.mp3,No Demo,I Am the Liquor,Rock,Blastered,62
861,000861.mp3,No Demo,I Am the Liquor,Rock,Kicking & Screaming,69
863,000863.mp3,No Demo,I Am the Liquor,Rock,Bariwax,90
868,000868.mp3,Warm Coursing Blood,Ian Nagoski,Experimental,The Stars Are Beautiful,571
878,000878.mp3,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Bad Carnival Acid,403
881,000881.mp3,unreleased new recordings 2008,Illusion of Safety,Electronic,I could be wrong,135
889,000889.mp3,unreleased Illusion of Safety mp3s,Illusion of Safety,Electronic,Wasteland,473
890,000890.mp3,Century of Moonlight,Ilyas Ahmed,Folk,Softly Tomorrow,297
891,000891.mp3,Century of Moonlight,Ilyas Ahmed,Folk,Your One Mind,402
892,000892.mp3,The Vertigo of Dawn,Ilyas Ahmed,Folk,Phantom Sky,480
893,000893.mp3,Century of Moonlight,Ilyas Ahmed,Folk,The Gathering,446
894,000894.mp3,The Vertigo of Dawn,Ilyas Ahmed,Folk,Moon Falling,289
895,000895.mp3,The Vertigo of Dawn,Ilyas Ahmed,Folk,Unveiled Nightmare,340
896,000896.mp3,Impediments,Impediments,Rock,2012,274
897,000897.mp3,White Hymn,Infinite Body,Experimental,02,275
898,000898.mp3,White Hymn,Infinite Body,Experimental,09 (extended version),229
992,000992.mp3,The Sounds of Megaphone Unlimited,Jason Willett,Rock,Beautiful Song w/ kick drum solo,133
993,000993.mp3,The Sounds of Megaphone Unlimited,Jad Fair and Jason Willett,Rock,Or So I've Been Told,86
995,000995.mp3,The Death of Patience,Kevin Shields,Experimental,No Good Deed Goes Unpunished,298
997,000997.mp3,The Death of Patience,Kevin Shields,Experimental,Nothing's Ever Ending,520
998,000998.mp3,The Death of Patience,Kevin Shields,Experimental,Apparently,475
1014,001014.mp3,Turk Street,Kowloon Walled City,Rock,"Turk, Taylor and Jones",219
1015,001015.mp3,Turk Street,Kowloon Walled City,Rock,My Hands Are Turning To Bricks,240
1016,001016.mp3,Turk Street,Kowloon Walled City,Rock,Another Corporate Takeover,355
1017,001017.mp3,Turk Street,Kowloon Walled City,Rock,Inheritance,316
1018,001018.mp3,Turk Street,Kowloon Walled City,Rock,Make Us Pay,386
1022,001022.mp3,Intents &amp; Purposes,Kyle Bruckmann's Wrack,Jazz,Inasmuch As,339
1023,001023.mp3,Intents &amp; Purposes,Kyle Bruckmann's Wrack,Jazz,Despite All Evidence to the Contrary,409
1028,001028.mp3,Is Music Even Good?,Lazy Magnet,Rock,Masters Of Science Fiction,103
1029,001029.mp3,Is Music Even Good?,Lazy Magnet,Rock,Wilder Climes,128
1039,001039.mp3,Ride the Skies,Lightning Bolt,Rock,13 Monsters,169
1040,001040.mp3,Wonderful Rainbow,Lightning Bolt,Rock,Dracula Mountain,310
1041,001041.mp3,Live at Grady's Record Refuge,Liquorball,Rock,Live with Steve MacKay of the Stooges,324
1042,001042.mp3,Brave Nu World,Little Howlin' Wolf,Blues,Big Ole Bear,242
1043,001043.mp3,Brave Nu World,Little Howlin' Wolf,Blues,I'm Shufflin',332
1044,001044.mp3,Brave Nu World,Little Howlin' Wolf,Blues,Last Double Eagle,296
1045,001045.mp3,Brave Nu World,Little Howlin' Wolf,Blues,Baltimore Raven,124
1046,001046.mp3,Brave Nu World,Little Howlin' Wolf,Blues,Eulb,352
1047,001047.mp3,Brave Nu World,Little Howlin' Wolf,Blues,Astral Blue,244
1048,001048.mp3,Brave Nu World,Little Howlin' Wolf,Blues,Blue Coochology,180
1052,001052.mp3,Dilapidated Head & Torso Aggregations,Lovely Little Girls,Rock,Wide Mouth Penetrated Makeshift Mustache Man,278
1058,001058.mp3,Doozy,Lozenge,Jazz,Credo,302
1059,001059.mp3,Doozy,Lozenge,Jazz,Numbrcrunchr,146
1060,001060.mp3,Doozy,Lozenge,Jazz,Fuck The man,111
1061,001061.mp3,Undone,Lozenge,Jazz,Mr Fancy pants,256
1063,001063.mp3,Undone,Lozenge,Jazz,No Fair,115
1064,001064.mp3,Undone,Lozenge,Jazz,Undrbelly,214
1066,001066.mp3,Norteñas,Lucky Dragons,Experimental,Helicopter de Cristal,234
1068,001068.mp3,Norteñas,Lucky Dragons,Experimental,Mi Corazon Zone,75
1069,001069.mp3,Norteñas,Lucky Dragons,Experimental,Un Lagrima en la Discoteca,110
1071,001071.mp3,Norteñas,Lucky Dragons,Experimental,Dura Big Screen TV Mix,144
1072,001072.mp3,Norteñas,Lucky Dragons,Experimental,Ya Me Voy OK,89
1073,001073.mp3,Norteñas,Lucky Dragons,Experimental,Onda Tocadisco,93
1075,001075.mp3,Norteñas,Lucky Dragons,Experimental,Painful Corazon,62
1082,001082.mp3,Black Mirror: Reflections In Global Musics (1915-1955),M. Nguyen Van Minh-Con,International,Nam Nhi-tu,187
1083,001083.mp3,High Beams,Magic Lantern,Experimental,Feasting on Energy,472
1085,001085.mp3,Machinegong EP,Mahjongg,Electronic,jamdek,183
1086,001086.mp3,Machinegong EP,Mahjongg,Electronic,countdown (the chicken),220
1087,001087.mp3,Kontpab,Mahjongg,Rock,Tell The Police The Truth,315
1088,001088.mp3,Machinegong EP,Mahjongg,Electronic,aluminum,209
1089,001089.mp3,Machinegong EP,Mahjongg,Electronic,(bishop) desmond tutu,142
1093,001093.mp3,Thee Haunted Cobblestone Sunset Concert Series #8,Manbeard,Experimental,Track 02,377
1095,001095.mp3,Thee Haunted Cobblestone Sunset Concert Series #8,Manbeard,Experimental,Track 04,500
1102,001102.mp3,Opulence,Mary Halvorson and Weasel Walter,Rock,Rare Vodka from the Fourteenth Century,327
1105,001105.mp3,Mayor Daley EP,Mayor Daley,Rock,Song 1,323
1106,001106.mp3,Mayor Daley EP,Mayor Daley,Rock,Up With People,369
1107,001107.mp3,Mayor Daley EP,Mayor Daley,Rock,Song 3,268
1108,001108.mp3,Mayor Daley EP,Mayor Daley,Rock,Song 4,542
1117,001117.mp3,Black Hole Rock,Mike Rep and the Quotas,Rock,Florida Blue,236
1118,001118.mp3,Black Hole Rock,Mike Rep and the Quotas,Rock,Black Hole,208
1121,001121.mp3,Split 12'' with Drums Like Machine Guns BM0009,Mincemeat or Tenspeed,Electronic,Circle Crazy,167
1123,001123.mp3,6 Songs,Mink Lungs,Rock,I Sell Love,195
1125,001125.mp3,Secrets Between Friends,Mink Lungs,Rock,Sensual Pleasure,114
1126,001126.mp3,6 Songs,Mink Lungs,Rock,Silent Sex,187
1130,001130.mp3,6 Songs,Mink Lungs,Rock,Clowns In My Galaxy,242
1131,001131.mp3,6 Songs,Mink Lungs,Rock,Bunny Bought a Spaceship,177
1138,001138.mp3,Since Before Inertia,Minmae,Rock,In Abstracted Fashion,164
1147,001147.mp3,Runnin' Ape-like from the Backwards Superman: 1989 - 1995,Monoshock,Rock,Walk To The Fire,310
1148,001148.mp3,Runnin' Ape-like from the Backwards Superman: 1989 - 1995,Monoshock,Rock,International Hello,494
1149,001149.mp3,Runnin' Ape-like from the Backwards Superman: 1989 - 1995,Monoshock,Rock,Sea Monkeys,339
1150,001150.mp3,Runnin' Ape-like from the Backwards Superman: 1989 - 1995,Monoshock,Rock,Model Citizen,270
1151,001151.mp3,Live In Baden-Baden,The Moonlighters,Jazz,Desperado,148
1152,001152.mp3,Live In Baden-Baden,The Moonlighters,Jazz,My Blackbirds Are Bluebirds Now,189
1153,001153.mp3,Live In Baden-Baden,The Moonlighters,Jazz,Ballad Of A Gink,252
1154,001154.mp3,Live In Baden-Baden,The Moonlighters,Jazz,Hello Heartstring,171
1155,001155.mp3,Live In Baden-Baden,The Moonlighters,Jazz,Beyond The Reef,209
1156,001156.mp3,Dead And/Or Famous,Mors Ontologica,Rock,45 Revolutions,152
1157,001157.mp3,The Used Kids Session,Mors Ontologica,Rock,Bombshell,170
1161,001161.mp3,Dead And/Or Famous,Mors Ontologica,Rock,Massive Action,143
1162,001162.mp3,Dead And/Or Famous,Mors Ontologica,Rock,D.Y.I,130
1165,001165.mp3,The Used Kids Session,Mors Ontologica,Rock,Washington Beach,186
1179,001179.mp3,Dead And/Or Famous,Mors Ontologica,Rock,Shoes,341
1183,001183.mp3,The Used Kids Session,Mors Ontologica,Rock,Vampires In My Neighborhood,113
1193,001193.mp3,Seven New Songs,Mount Eerie,Folk,Wooly Mammoth's Absence,286
1195,001195.mp3,Seven New Songs,Mount Eerie,Folk,With My Hands Out,212
1196,001196.mp3,Seven New Songs,Mount Eerie,Folk,2 Blonde Braids,221
1197,001197.mp3,Seven New Songs,Mount Eerie,Folk,My Burning,161
1199,001199.mp3,Seven New Songs,Mount Eerie,Folk,Cold Mountain Song 286,146
1201,001201.mp3,Wicked Wanderer,Mountain High,Rock,Galiens,194
1202,001202.mp3,Wicked Wanderer,Mountain High,Rock,Life Coach,134
1203,001203.mp3,Wicked Wanderer,Mountain High,Rock,Gateway Shrugs,130
1204,001204.mp3,Wicked Wanderer,Mountain High,Rock,Russian Bear,206
1249,001249.mp3,Handcut Record Transfers,Nautical Almanac,Experimental,"""Cleanse Bath"" 10"" Metal Laquer",566
1259,001259.mp3,Cover The Earth,Nautical Almanac,Experimental,Rolling In The Green,208
1270,001270.mp3,"Workingman / Cocksuckerbastardmotherfucker 7""",Necropolis,Rock,Cocksuckerbastardmotherfucker,149
1276,001276.mp3,Thigmotactic,Negativland,Experimental,Richard Nixon Died Today,145
1277,001277.mp3,No Business,Negativland,Experimental,No Business,253
1278,001278.mp3,No Business,Negativland,Experimental,Downloading,592
1279,001279.mp3,IV: White Walls,Newagehillbilly,Rock,Childs Eye,81
1280,001280.mp3,John,Newagehillbilly,Rock,history,161
1289,001289.mp3,John,Newagehillbilly,Rock,Combat Phone,119
1290,001290.mp3,IV: White Walls,Newagehillbilly,Rock,Rock Roller,113
1292,001292.mp3,John,Newagehillbilly,Rock,Pirate Radio,266
1298,001298.mp3,IV: White Walls,Newagehillbilly,Rock,Weekend Warrior,98
1311,001311.mp3,Vegetable Medley,Nicky Andrews,Folk,Feeling so good?,103
1339,001339.mp3,Realistic Psychosis,Nicky Andrews,Electronic,Emotional Accident,118
1354,001354.mp3,Fools Want Noise,Oh My God,Rock,Fools Want Noise,153
1356,001356.mp3,On Safari,Olneyville Sound System,Rock,Elevator Shaft,85
1358,001358.mp3,Because We're All In This Together,Olneyville Sound System,Rock,This is Entertainment,134
1360,001360.mp3,Because We're All In This Together,Olneyville Sound System,Rock,Moron Song,110
1361,001361.mp3,On Safari,Olneyville Sound System,Rock,I want My Money,164
1363,001363.mp3,Because We're All In This Together,Olneyville Sound System,Rock,All Dressed Up,166
1366,001366.mp3,Because We're All In This Together,Olneyville Sound System,Rock,"These Guys Don't Take Requests, They Don't Play Showtunes",100
1382,001382.mp3,Parsley Flakes mp3s,Parsley Flakes,Rock,Lady Love,130
1383,001383.mp3,Parsley Flakes mp3s,Parsley Flakes,Rock,"Remember, Forget",154
1413,001413.mp3,Hello Futurist EP,Phallic Suns,Rock,Robot Slayer,254
1416,001416.mp3,Hello Futurist EP,Phallic Suns,Rock,Arizona Beach,146
1417,001417.mp3,Straight To the Heart,Pierced Arrows,Rock,Guns of Thunder,232
1418,001418.mp3,Straight To the Heart,Pierced Arrows,Rock,Caroline,222
1419,001419.mp3,Straight To the Heart,Pierced Arrows,Rock,In My Brain,203
